game_id,year,season,player,commentary
1,1901,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Par, an Army in Mar."
1,1901,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Tri, an Army in Bud."
1,1901,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Mun, an Army in Kie."
1,1901,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Lon."
1,1901,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
1,1902,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming BLA, Arm."
1,1902,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming HEL, NTH."
1,1902,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bur, Gas, Spa."
1,1902,spring,Austria,"In this turn, Austria's strategy involved expansion. The nation expanded into neutral territories, claiming Alb, AEG, Gre, Ser."
1,1902,spring,Germany,"In this turn, Germany's strategy involved consolidation."
1,1902,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming EAS, ION."
1,1902,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Sev (from Turkey). The nation expanded into neutral territories, claiming Ukr."
1,1902,fall,Turkey,"In this turn, Turkey's strategy involved consolidation."
1,1902,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming Gre. Logistically, it executed important convoys, including moving an army from Tun to Gre."
1,1902,fall,France,"In this turn, France's strategy involved consolidation."
1,1902,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bul."
1,1902,fall,Germany,"In this turn, Germany's strategy involved holding positions."
1,1902,fall,England,"In this turn, England's strategy involved aggression, expansion. However, its attempted attacks on Kie (from Germany) were repelled. The nation expanded into neutral territories, claiming Nwy, Den. Logistically, it executed important convoys, including moving an army from Nwy to Den."
1,1902,fall,Russia,"In this turn, Russia's strategy involved consolidation. It projected power by providing key support for Turkey's efforts."
1,1902,winter,Turkey,"In this turn, Turkey's strategy involved a reduction of forces. It was forced to disband units at BLA."
1,1902,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Lon."
1,1902,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Nap."
1,1902,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
1,1902,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Bre."
1,1903,spring,Turkey,"In this turn, Turkey's strategy involved holding positions."
1,1903,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Den, ENG, Yor. Logistically, it executed important convoys, including moving an army from Den to Yor."
1,1903,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming MAO."
1,1903,spring,Austria,"In this turn, Austria's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Con (from Turkey). The nation expanded into neutral territories, claiming Bul."
1,1903,spring,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming HEL."
1,1903,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming Tyr."
1,1903,spring,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming Arm, BLA, BAL, Rum, Sil."
1,1903,fall,Turkey,"In this turn, Turkey's strategy involved holding positions."
1,1903,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Smy (from Turkey). The nation expanded into neutral territories, claiming Tun, TYS. It projected power by providing key support for Germany's efforts."
1,1903,fall,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ruh, Bur."
1,1903,fall,Austria,"In this turn, Austria's strategy involved expansion. The nation expanded into neutral territories, claiming Ser. It projected power by providing key support for Turkey's efforts. Logistically, it executed important convoys, including moving an army from Gre to Smy."
1,1903,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Hol."
1,1903,fall,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Wal."
1,1903,fall,Russia,"In this turn, Russia's strategy involved aggression, consolidation. It launched successful assaults, capturing Ank (from Turkey). However, its attempted attacks on Bud (from Austria) were repelled."
1,1903,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Vie."
1,1903,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven."
1,1903,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Sev."
1,1904,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming WES, Pie, LYO. It projected power by providing key support for Germany's efforts, Turkey's efforts."
1,1904,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bur, Gas."
1,1904,spring,Austria,"In this turn, Austria's strategy involved aggression, consolidation. It launched successful assaults, capturing Con (from Turkey), Ank (from Russia)."
1,1904,spring,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ruh."
1,1904,spring,England,"In this turn, England's strategy involved consolidation."
1,1904,spring,Russia,"In this turn, Russia's strategy involved aggression, consolidation. However, its attempted attacks on Con (from Turkey) were repelled."
1,1904,fall,Italy,"In this turn, Italy's strategy involved aggression, consolidation. It launched successful assaults, capturing Tri (from Austria). However, its attempted attacks on Mar (from France) were repelled. It projected power by providing key support for Russia's efforts."
1,1904,fall,France,"In this turn, France's strategy involved consolidation."
1,1904,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Rum."
1,1904,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bel."
1,1904,fall,England,"In this turn, England's strategy involved consolidation."
1,1904,fall,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Sev (from Turkey). The nation expanded into neutral territories, claiming Ukr, Gal."
1,1904,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Ber."
1,1904,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Nap."
1,1904,winter,Russia,"In this turn, Russia's strategy involved a reduction of forces. It was forced to disband units at BAL, Stp."
1,1905,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Tyr, TYS. It projected power by providing key support for Russia's efforts."
1,1905,spring,France,"In this turn, France's strategy involved consolidation."
1,1905,spring,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gal, Arm."
1,1905,spring,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ruh."
1,1905,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NWG."
1,1905,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Bud (from Austria) were repelled. The nation expanded into neutral territories, claiming Rum, Boh."
1,1905,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Mar (from France). However, its attempted attacks on Ank (from Russia), Vie (from Austria) were repelled. The nation expanded into neutral territories, claiming Naf, WES."
1,1905,fall,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Spa."
1,1905,fall,Austria,"In this turn, Austria's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Ank (from Russia) were repelled. The nation expanded into neutral territories, claiming Rum, BLA."
1,1905,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bel, Bur."
1,1905,fall,England,"In this turn, England's strategy involved aggression, consolidation. However, its attempted attacks on Bre (from France), Par (from France) were repelled. Logistically, it executed important convoys, including moving an army from Wal to Bre."
1,1905,fall,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bul."
1,1905,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven."
1,1905,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Mos."
1,1905,winter,France,"In this turn, France's strategy involved a reduction of forces. It was forced to disband units at Pic."
1,1906,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Vie (from Austria). However, its attempted attacks on Con (from Turkey) were repelled. The nation expanded into neutral territories, claiming MAO, Pie, AEG."
1,1906,spring,France,"In this turn, France's strategy involved aggression, consolidation. However, its attempted attacks on Mar (from Italy) were repelled."
1,1906,spring,Austria,"In this turn, Austria's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Con (from Turkey), Sev (from Russia) were repelled. The nation expanded into neutral territories, claiming Bul, Rum."
1,1906,spring,Germany,"In this turn, Germany's strategy involved aggression, expansion. It launched successful assaults, capturing Par (from France). The nation expanded into neutral territories, claiming Hol, HEL. It projected power by providing key support for France's efforts."
1,1906,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NAO."
1,1906,spring,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gal."
1,1906,fall,England,"In this turn, England's strategy involved aggression, expansion. It launched successful assaults, capturing Bre (from France). The nation expanded into neutral territories, claiming ENG, NTH."
1,1906,fall,France,"In this turn, France's strategy involved aggression, expansion. However, its attempted attacks on Mar (from Italy) were repelled. The nation expanded into neutral territories, claiming Por."
1,1906,fall,Austria,"In this turn, Austria's strategy involved aggression, consolidation. However, its attempted attacks on Sev (from Russia) were repelled."
1,1906,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Den."
1,1906,fall,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Spa."
1,1906,fall,Russia,"In this turn, Russia's strategy involved aggression, consolidation. However, its attempted attacks on Vie (from Austria) were repelled."
1,1906,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven, a Fleet in Nap."
1,1906,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ber, a Fleet in Kie."
1,1906,winter,France,"In this turn, France's strategy involved a reduction of forces. It was forced to disband units at IRI, Gas, Por."
1,1907,spring,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming Pic, NWG. Logistically, it executed important convoys, including moving an army from Wal to Pic."
1,1907,spring,France,"In this turn, France's strategy involved aggression. It launched successful assaults, capturing Bre (from England)."
1,1907,spring,Austria,"In this turn, Austria's strategy involved aggression, consolidation. However, its attempted attacks on Sev (from Russia) were repelled."
1,1907,spring,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NTH, Bur, HEL."
1,1907,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming MAO, TYS, Tyr, Gas, Spa, NAO. It projected power by providing key support for Austria's efforts."
1,1907,spring,Russia,"In this turn, Russia's strategy involved consolidation."
1,1907,fall,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Swe."
1,1907,fall,France,"In this turn, France's strategy involved expansion. The nation expanded into neutral territories, claiming MAO."
1,1907,fall,Austria,"In this turn, Austria's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Tri (from Italy), Sev (from Russia) were repelled. The nation expanded into neutral territories, claiming Gal."
1,1907,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Yor. Logistically, it executed important convoys, including moving an army from Hol to Yor."
1,1907,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion. It launched successful assaults, capturing Ank (from Russia), Con (from Turkey). However, its attempted attacks on Lvp (from England) were repelled. The nation expanded into neutral territories, claiming Por, ION. Logistically, it executed important convoys, including moving an army from Gas to Lvp, an army from Gas to Lvp."
1,1907,fall,Russia,"In this turn, Russia's strategy involved aggression, consolidation. It launched successful assaults, capturing Vie (from Austria)."
1,1907,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Edi, a Fleet in Lvp."
1,1907,winter,Austria,"In this turn, Austria's strategy involved a reduction of forces. It was forced to disband units at Gal, BLA, Arm."
1,1907,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven, an Army in Nap, an Army in Rom."
1,1907,winter,France,"In this turn, France's strategy involved a reduction of forces. It was forced to disband units at MAO."
1,1908,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming SKA."
1,1908,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Lvp (from England), Vie (from Russia) were repelled. The nation expanded into neutral territories, claiming Apu, MAO, Bur, Alb, Bul. Logistically, it executed important convoys, including moving an army from Nap to Alb."
1,1908,spring,Germany,"In this turn, Germany's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Lon (from England) were repelled. The nation expanded into neutral territories, claiming Pic, Hol."
1,1908,spring,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ukr, Gal."
1,1908,spring,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gre."
1,1908,fall,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NTH, Den."
1,1908,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Lvp (from England) were repelled. The nation expanded into neutral territories, claiming Gas, Gre, ENG. Logistically, it executed important convoys, including moving an army from Apu to Gre."
1,1908,fall,Germany,"In this turn, Germany's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Lon (from England). The nation expanded into neutral territories, claiming Bel."
1,1908,fall,Austria,"In this turn, Austria's strategy involved consolidation."
1,1908,fall,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Tyr."
1,1909,spring,England,"In this turn, England's strategy involved consolidation."
1,1909,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Bre (from England), Par (from France) were repelled. The nation expanded into neutral territories, claiming Ser, Tyr, ADR."
1,1909,spring,Germany,"In this turn, Germany's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Bre (from England) were repelled. The nation expanded into neutral territories, claiming ENG."
1,1909,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Tri (from Italy). The nation expanded into neutral territories, claiming Rum."
1,1909,spring,Austria,"In this turn, Austria's strategy involved consolidation."
1,1909,fall,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Cly."
1,1909,fall,Italy,"In this turn, Italy's strategy involved aggression, consolidation. However, its attempted attacks on Par (from France), Bre (from England), Vie (from Russia) were repelled."
1,1909,fall,Germany,"In this turn, Germany's strategy involved consolidation."
1,1909,fall,Russia,"In this turn, Russia's strategy involved consolidation."
1,1909,fall,Austria,"In this turn, Austria's strategy involved holding positions."
1,1909,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven."
1,1909,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
1,1910,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NWG."
1,1910,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Par (from France), Lvp (from England), Bre (from England) were repelled. The nation expanded into neutral territories, claiming Bul, BLA, Tyr, Boh."
1,1910,spring,Germany,"In this turn, Germany's strategy involved consolidation. It projected power by providing key support for England's efforts."
1,1910,spring,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gal. It projected power by providing key support for Austria's efforts."
1,1910,spring,Austria,"In this turn, Austria's strategy involved consolidation."
1,1910,fall,England,"In this turn, England's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Kie (from Germany). The nation expanded into neutral territories, claiming IRI."
1,1910,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Bud (from Austria), Vie (from Russia). However, its attempted attacks on Par (from France), Lvp (from England), Bre (from England) were repelled. The nation expanded into neutral territories, claiming Ser, Arm."
1,1910,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NTH, Tyr."
1,1910,fall,Russia,"In this turn, Russia's strategy involved consolidation."
1,1910,fall,Austria,"In this turn, Austria's strategy involved holding positions."
1,1910,winter,Germany,"In this turn, Germany's strategy involved a reduction of forces. It was forced to disband units at ENG."
1,1910,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven, a Fleet in Nap, an Army in Rom."
1,1910,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Mos."
2,1901,spring,Turkey,"In this turn, Turkey's strategy involved expansion. The nation expanded into neutral territories, claiming Arm, Bul."
2,1901,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ION, Apu."
2,1901,spring,France,"In this turn, France's strategy involved expansion. The nation expanded into neutral territories, claiming Gas, MAO."
2,1901,spring,Austria,"In this turn, Austria's strategy involved expansion. The nation expanded into neutral territories, claiming Alb, Ser."
2,1901,spring,Germany,"In this turn, Germany's strategy involved expansion. The nation expanded into neutral territories, claiming Den."
2,1901,spring,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming NWG, NTH."
2,1901,spring,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming Lvn, Fin, Pru."
2,1901,fall,Turkey,"In this turn, Turkey's strategy involved aggression. It launched successful assaults, capturing Sev (from Russia)."
2,1901,fall,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming Nwy, Bel. Logistically, it executed important convoys, including moving an army from Edi to Bel."
2,1901,fall,France,"In this turn, France's strategy involved expansion. The nation expanded into neutral territories, claiming Spa, Por. Logistically, it executed important convoys, including moving an army from Gas to Por."
2,1901,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gre."
2,1901,fall,Germany,"In this turn, Germany's strategy involved expansion. The nation expanded into neutral territories, claiming Ruh, Hol."
2,1901,fall,Italy,"In this turn, Italy's strategy involved expansion. The nation expanded into neutral territories, claiming Pie, Tun. Logistically, it executed important convoys, including moving an army from Apu to Tun."
2,1901,fall,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming BLA."
2,1901,winter,Turkey,"In this turn, Turkey's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Smy, a Fleet in Ank."
2,1901,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Nap."
2,1901,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Bre, an Army in Par."
2,1901,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Tri, an Army in Vie."
2,1901,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Mun, a Fleet in Kie."
2,1901,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Edi, a Fleet in Lon."
2,1901,winter,Russia,"In this turn, Russia's strategy involved a reduction of forces. It was forced to disband units at Pru."
2,1902,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming BLA, Arm."
2,1902,spring,England,"In this turn, England's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Stp (from Russia). The nation expanded into neutral territories, claiming Yor, Pic."
2,1902,spring,France,"In this turn, France's strategy involved consolidation."
2,1902,spring,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Alb, Bul, Gal."
2,1902,spring,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bur, Bel, SKA, Den."
2,1902,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Mar (from France) were repelled. The nation expanded into neutral territories, claiming EAS, TYS."
2,1902,spring,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming Swe."
2,1902,fall,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bul."
2,1902,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Mar (from France). However, its attempted attacks on Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming WES."
2,1902,fall,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ENG. Logistically, it executed important convoys, including moving an army from Por to Bre."
2,1902,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming AEG, Gre, Rum."
2,1902,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Swe."
2,1902,fall,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Nwy. Logistically, it executed important convoys, including moving an army from Yor to Nwy."
2,1902,fall,Russia,"In this turn, Russia's strategy involved consolidation."
2,1902,winter,Turkey,"In this turn, Turkey's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Smy."
2,1902,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Nap."
2,1902,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Bud."
2,1902,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ber, an Army in Mun."
2,1902,winter,France,"In this turn, France's strategy involved a reduction of forces. It was forced to disband units at Bre."
2,1903,spring,Turkey,"In this turn, Turkey's strategy involved holding positions."
2,1903,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming TYS."
2,1903,spring,France,"In this turn, France's strategy involved consolidation."
2,1903,spring,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bul, Rum."
2,1903,spring,Germany,"In this turn, Germany's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Par (from France) were repelled. The nation expanded into neutral territories, claiming SKA, Sil."
2,1903,spring,England,"In this turn, England's strategy involved aggression, expansion. It launched successful assaults, capturing Stp (from Russia). However, its attempted attacks on Bre (from France) were repelled. The nation expanded into neutral territories, claiming BAR, Wal."
2,1903,spring,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming BOT."
2,1903,fall,Turkey,"In this turn, Turkey's strategy involved consolidation. It projected power by providing key support for Russia's efforts."
2,1903,fall,England,"In this turn, England's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Mos (from Russia). However, its attempted attacks on Bre (from France) were repelled. The nation expanded into neutral territories, claiming NTH, NWG."
2,1903,fall,France,"In this turn, France's strategy involved consolidation."
2,1903,fall,Austria,"In this turn, Austria's strategy involved aggression, consolidation. However, its attempted attacks on Con (from Turkey) were repelled."
2,1903,fall,Germany,"In this turn, Germany's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Par (from France), War (from Russia) were repelled. The nation expanded into neutral territories, claiming Den, Pru, Ruh."
2,1903,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming LYO."
2,1903,fall,Russia,"In this turn, Russia's strategy involved holding positions."
2,1903,winter,Turkey,"In this turn, Turkey's strategy involved a reduction of forces. It was forced to disband units at Sev."
2,1903,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Vie."
2,1903,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Edi."
2,1903,winter,Russia,"In this turn, Russia's strategy involved a reduction of forces. It was forced to disband units at BOT."
2,1904,spring,Turkey,"In this turn, Turkey's strategy involved consolidation."
2,1904,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ENG, NAO, Yor."
2,1904,spring,France,"In this turn, France's strategy involved aggression. It launched successful assaults, capturing Lon (from England). However, its attempted attacks on Mar (from Italy) were repelled."
2,1904,spring,Austria,"In this turn, Austria's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Sev (from Turkey). The nation expanded into neutral territories, claiming Rum, Gal, Ukr."
2,1904,spring,Germany,"In this turn, Germany's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Par (from France), War (from Russia). The nation expanded into neutral territories, claiming Bur."
2,1904,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming Spa."
2,1904,spring,Russia,"In this turn, Russia's strategy involved consolidation."
